Au_pd _ on Au,Au_pd _ on Au,Au_pd _ on Au,Au_pd _ on Au,Au_NP on 1ML PD,Au_NP on 1ML PD,Au_NP on 1ML PD,Au_NP on 1ML PD,Au_NP on Au,Au_NP on Au,Au_NP on Au,Au_NP on Au
laser power 0.05 mW,laser power 0.1 mW,laser power 0.15mW,laser power 0.2mW,laser power 0.05 mW,laser power 0.1 mW,laser power 0.15 mW,laser power 0.20 mW,laser power 0.05 mW,laser power 0.1 mW,laser power 0.15 mW,laser power 0.2mW
285.33365, 284.01987, 286.91168, 288.73691, 278.8721, 278.53723, 278.9613, 278.9613, 286.98563, 286.72949, 285.45703, 286.86569
287.44858, 286.13199, 289.02203, 290.83414, 281.0191, 280.69971, 281.11017, 281.11017, 289.09409, 288.84207, 287.58408, 288.97754
289.56302, 288.24362, 291.13187, 292.93094, 283.16559, 282.8616, 283.25848, 283.25848, 291.20209, 290.95419, 289.7106, 291.0889
291.67694, 290.35477, 293.24124, 295.02728, 285.31149, 285.02292, 285.40625, 285.40625, 293.3096, 293.0658, 291.83661, 293.19974
293.79041, 292.46542, 295.3501, 297.12317, 287.45685, 287.18362, 287.55347, 287.55347, 295.41666, 295.17694, 293.96207, 295.31012
295.90335, 294.57562, 297.4585, 299.2186, 289.60165, 289.34372, 289.7001, 289.7001, 297.52322, 297.28757, 296.08701, 297.41998
298.01584, 296.6853, 299.56641, 301.3136, 291.74588, 291.50327, 291.84619, 291.84619, 299.62933, 299.39774, 298.21143, 299.52936
300.12781, 298.79449, 301.67383, 303.40811, 293.88956, 293.66217, 293.99173, 293.99173, 301.73495, 301.50739, 300.33533, 301.63824
302.23932, 300.9032, 303.78079, 305.5022, 296.03271, 295.8205, 296.13672, 296.13672, 303.84009, 303.61655, 302.45868, 303.74664
304.35031, 303.01141, 305.88724, 307.59579, 298.17526, 297.97824, 298.28116, 298.28116, 305.94476, 305.72525, 304.58151, 305.85452
306.46082, 305.11914, 307.99323, 309.68896, 300.31729, 300.13538, 300.42502, 300.42502, 308.04898, 307.83344, 306.70383, 307.96194
308.57086, 307.22638, 310.09869, 311.78168, 302.45874, 302.29193, 302.56833, 302.56833, 310.15271, 309.94113, 308.82559, 310.06885
310.68039, 309.33313, 312.2037, 313.87396, 304.59967, 304.44791, 304.71112, 304.71112, 312.25595, 312.04837, 310.94687, 312.17529
312.78943, 311.43942, 314.30823, 315.96576, 306.74002, 306.60327, 306.85333, 306.85333, 314.3587, 314.15509, 313.0676, 314.28122
314.89798, 313.5452, 316.41226, 318.0571, 308.87982, 308.75803, 308.99496, 308.99496, 316.46103, 316.26132, 315.18777, 316.38666
317.00604, 315.65048, 318.51584, 320.14801, 311.01904, 310.9122, 311.13608, 311.13608, 318.56284, 318.36707, 317.30746, 318.49161
319.11362, 317.75528, 320.6189, 322.23846, 313.15771, 313.0658, 313.27661, 313.27661, 320.66418, 320.47235, 319.42661, 320.59604
321.2207, 319.85959, 322.72147, 324.32846, 315.29587, 315.21878, 315.41663, 315.41663, 322.76508, 322.57712, 321.54523, 322.70001
323.3273, 321.96344, 324.82358, 326.418, 317.43344, 317.37119, 317.55606, 317.55606, 324.86548, 324.6814, 323.66333, 324.8035
325.43338, 324.06677, 326.9252, 328.50708, 319.57043, 319.52298, 319.69495, 319.69495, 326.96539, 326.78519, 325.78091, 326.90646
327.539, 326.16962, 329.02634, 330.5957, 321.70691, 321.67419, 321.83328, 321.83328, 329.06485, 328.88849, 327.89795, 329.00894
329.64413, 328.272, 331.12698, 332.6839, 323.8428, 323.8248, 323.97104, 323.97104, 331.16382, 330.99133, 330.01447, 331.11093
331.74878, 330.37387, 333.22714, 334.77161, 325.97815, 325.97482, 326.10828, 326.10828, 333.26233, 333.09366, 332.13046, 333.21243
333.85291, 332.47525, 335.32684, 336.85889, 328.11295, 328.12424, 328.24493, 328.24493, 335.36035, 335.1955, 334.24591, 335.31345
335.95657, 334.57614, 337.42603, 338.94571, 330.24719, 330.27307, 330.38104, 330.38104, 337.45792, 337.29684, 336.36084, 337.41397
338.05972, 336.67657, 339.52475, 341.03207, 332.38086, 332.42133, 332.5166, 332.5166, 339.55499, 339.39771, 338.47525, 339.51401
340.16241, 338.77649, 341.62296, 343.11798, 334.51398, 334.56897, 334.65158, 334.65158, 341.65158, 341.49808, 340.58914, 341.61353
342.26459, 340.87592, 343.7207, 345.20343, 336.64655, 336.716, 336.78604, 336.78604, 343.74771, 343.59796, 342.70251, 343.71259
344.36627, 342.97488, 345.81796, 347.28845, 338.77856, 338.86246, 338.91992, 338.91992, 345.84335, 345.69736, 344.81534, 345.81113
346.4675, 345.07333, 347.91476, 349.37299, 340.91003, 341.00833, 341.05328, 341.05328, 347.93854, 347.79626, 346.92764, 347.90918
348.56821, 347.17133, 350.01105, 351.45709, 343.04092, 343.15359, 343.18607, 343.18607, 350.03326, 349.89468, 349.03943, 350.00674
350.66843, 349.2688, 352.10684, 353.54074, 345.17126, 345.29828, 345.31827, 345.31827, 352.12747, 351.99261, 351.15067, 352.10382
352.76816, 351.36578, 354.20218, 355.62393, 347.30106, 347.44235, 347.44995, 347.44995, 354.22122, 354.09006, 353.26138, 354.20038
354.8674, 353.46231, 356.29703, 357.70667, 349.4303, 349.58585, 349.58109, 349.58109, 356.31451, 356.18701, 355.37158, 356.29648
356.96616, 355.55832, 358.39139, 359.78894, 351.55896, 351.72873, 351.71164, 351.71164, 358.40732, 358.28348, 357.48126, 358.39206
359.06442, 357.65387, 360.48526, 361.87079, 353.6871, 353.87103, 353.84164, 353.84164, 360.49966, 360.37946, 359.59042, 360.48718
361.1622, 359.7489, 362.57864, 363.95215, 355.81467, 356.01276, 355.9711, 355.9711, 362.59149, 362.47491, 361.69904, 362.58179
363.25949, 361.84348, 364.67154, 366.03308, 357.94168, 358.15387, 358.10001, 358.10001, 364.68289, 364.56992, 363.80713, 364.6759
365.35629, 363.93753, 366.76398, 368.11356, 360.06812, 360.2944, 360.22836, 360.22836, 366.7738, 366.66443, 365.91467, 366.76953
367.45261, 366.03113, 368.8559, 370.19357, 362.19403, 362.43433, 362.35614, 362.35614, 368.86423, 368.75845, 368.02173, 368.86267
369.54843, 368.12421, 370.94736, 372.27313, 364.31937, 364.57364, 364.48337, 364.48337, 370.95419, 370.85199, 370.12823, 370.95532
371.64374, 370.21683, 373.03833, 374.35223, 366.44415, 366.7124, 366.61008, 366.61008, 373.04367, 372.94501, 372.23422, 373.04745
373.73859, 372.30893, 375.12881, 376.43091, 368.56839, 368.85052, 368.73621, 368.73621, 375.13266, 375.03757, 374.33969, 375.1391
375.83295, 374.40057, 377.21881, 378.50909, 370.69205, 370.9881, 370.86176, 370.86176, 377.22119, 377.12964, 376.44461, 377.23029
377.92679, 376.4917, 379.30832, 380.58685, 372.81519, 373.12503, 372.98679, 372.98679, 379.30927, 379.22122, 378.54901, 379.32095
380.02017, 378.58237, 381.39737, 382.66415, 374.93774, 375.26141, 375.11124, 375.11124, 381.39685, 381.31229, 380.65289, 381.41113
382.11304, 380.67255, 383.4859, 384.741, 377.05975, 377.39719, 377.23517, 377.23517, 383.48395, 383.40289, 382.75626, 383.50082
384.20541, 382.76221, 385.57397, 386.81738, 379.18118, 379.53235, 379.35852, 379.35852, 385.57059, 385.49301, 384.85907, 385.59003
386.29733, 384.85141, 387.66156, 388.89331, 381.30209, 381.66693, 381.48132, 381.48132, 387.65674, 387.58261, 386.9614, 387.67871
388.38873, 386.94009, 389.74866, 390.96878, 383.42242, 383.80093, 383.60355, 383.60355, 389.74243, 389.67175, 389.06317, 389.76694
390.47964, 389.02832, 391.83527, 393.04382, 385.54221, 385.93433, 385.72525, 385.72525, 391.82764, 391.76041, 391.1644, 391.85464
392.57007, 391.11606, 393.92139, 395.11841, 387.66144, 388.06714, 387.84637, 387.84637, 393.91238, 393.84854, 393.26514, 393.94186
394.66003, 393.20328, 396.00702, 397.19254, 389.78012, 390.19934, 389.96698, 389.96698, 395.99664, 395.93622, 395.36533, 396.02863
396.74948, 395.29004, 398.09219, 399.2662, 391.89822, 392.33096, 392.08701, 392.08701, 398.08041, 398.02338, 397.465, 398.11487
398.83844, 397.37631, 400.17688, 401.33942, 394.01578, 394.46198, 394.20648, 394.20648, 400.16373, 400.11008, 399.56412, 400.20059
400.92691, 399.46207, 402.26105, 403.41217, 396.13278, 396.59241, 396.32538, 396.32538, 402.24658, 402.19626, 401.66275, 402.28586
403.01489, 401.54736, 404.34476, 405.48447, 398.24924, 398.72223, 398.44376, 398.44376, 404.32892, 404.28198, 403.76083, 404.37064
405.10239, 403.63217, 406.42798, 407.55634, 400.36514, 400.85147, 400.56155, 400.56155, 406.41083, 406.36719, 405.8584, 406.4549
407.18936, 405.71649, 408.51074, 409.62772, 402.48047, 402.98013, 402.6788, 402.6788, 408.49222, 408.45193, 407.95541, 408.5387
409.27588, 407.80029, 410.59299, 411.69867, 404.59525, 405.10818, 404.7955, 404.7955, 410.57315, 410.53616, 410.05194, 410.62198
411.36191, 409.88364, 412.67474, 413.76917, 406.70947, 407.23563, 406.91165, 406.91165, 412.65363, 412.61993, 412.14792, 412.70477
413.44745, 411.96649, 414.75604, 415.8392, 408.82315, 409.36252, 409.02725, 409.02725, 414.73361, 414.70319, 414.24338, 414.78708
415.53247, 414.04886, 416.83685, 417.90881, 410.93625, 411.48877, 411.14227, 411.14227, 416.81314, 416.78595, 416.33829, 416.8689
417.61703, 416.13074, 418.91718, 419.97794, 413.04883, 413.61444, 413.25677, 413.25677, 418.89215, 418.86826, 418.43271, 418.9502
419.70108, 418.2121, 420.99701, 422.0466, 415.16083, 415.73953, 415.3707, 415.3707, 420.97073, 420.95004, 420.52658, 421.03104
421.78467, 420.293, 423.07635, 424.11484, 417.27228, 417.86404, 417.48407, 417.48407, 423.04883, 423.03137, 422.61993, 423.11136
423.86774, 422.37341, 425.15521, 426.18262, 419.38315, 419.98792, 419.59689, 419.59689, 425.12643, 425.11218, 424.71274, 425.19122
425.95035, 424.45334, 427.23361, 428.24994, 421.4935, 422.11124, 421.70914, 421.70914, 427.20358, 427.1925, 426.80505, 427.27057
428.03244, 426.53278, 429.31149, 430.3168, 423.60327, 424.23395, 423.82086, 423.82086, 429.28024, 429.27234, 428.89682, 429.34943
430.11404, 428.61172, 431.38892, 432.38321, 425.71249, 426.35605, 425.93201, 425.93201, 431.35641, 431.35172, 430.98807, 431.4278
432.19516, 430.69019, 433.46585, 434.44919, 427.82117, 428.47757, 428.0426, 428.0426, 433.43213, 433.43057, 433.07877, 433.50568
434.27582, 432.76813, 435.5423, 436.51468, 429.92926, 430.59851, 430.15265, 430.15265, 435.50739, 435.50894, 435.16895, 435.58304
436.35596, 434.84561, 437.61826, 438.57974, 432.0368, 432.71884, 432.26215, 432.26215, 437.58215, 437.58682, 437.25864, 437.65994
438.43561, 436.92261, 439.69373, 440.64432, 434.14383, 434.83859, 434.37106, 434.37106, 439.65643, 439.66425, 439.34775, 439.73633
440.51477, 438.99911, 441.76874, 442.70847, 436.25027, 436.95773, 436.47946, 436.47946, 441.73026, 441.74115, 441.43637, 441.81223
442.59344, 441.07513, 443.84323, 444.77216, 438.35614, 439.07629, 438.58728, 438.58728, 443.80359, 443.81757, 443.52444, 443.88766
444.67163, 443.15067, 445.91727, 446.83542, 440.46149, 441.19424, 440.69455, 440.69455, 445.87646, 445.89349, 445.612, 445.96259
446.74933, 445.22571, 447.99081, 448.89819, 442.56625, 443.31161, 442.80127, 442.80127, 447.94885, 447.96893, 447.69904, 448.03699
448.82651, 447.30026, 450.06387, 450.96054, 444.67047, 445.42838, 444.90744, 444.90744, 450.02078, 450.04388, 449.78555, 450.11093
450.90323, 449.37433, 452.13644, 453.0224, 446.77414, 447.54456, 447.01303, 447.01303, 452.09222, 452.11835, 451.87152, 452.18439
452.97946, 451.44791, 454.20853, 455.08383, 448.87726, 449.66016, 449.1181, 449.1181, 454.16318, 454.19232, 453.95697, 454.25732
455.05521, 453.521, 456.28015, 457.14481, 450.9798, 451.77515, 451.2226, 451.2226, 456.23367, 456.26581, 456.0419, 456.3298
457.13043, 455.5936, 458.35126, 459.20532, 453.08179, 453.88953, 453.32654, 453.32654, 458.30368, 458.33881, 458.12628, 458.40176
459.2052, 457.66571, 460.42191, 461.26538, 455.18323, 456.00336, 455.42993, 455.42993, 460.37323, 460.41132, 460.21017, 460.47324
461.27945, 459.73734, 462.49207, 463.32498, 457.28412, 458.11655, 457.53278, 457.53278, 462.44229, 462.48334, 462.29352, 462.54422
463.35324, 461.80847, 464.56174, 465.38416, 459.38443, 460.22916, 459.63504, 459.63504, 464.51089, 464.55487, 464.37631, 464.61472
465.42651, 463.87912, 466.63092, 467.44287, 461.48422, 462.34119, 461.73676, 461.73676, 466.57901, 466.62592, 466.45862, 466.68472
467.4993, 465.94931, 468.69962, 469.5011, 463.58344, 464.45264, 463.83795, 463.83795, 468.64667, 468.69647, 468.54037, 468.75421
469.57162, 468.01898, 470.76782, 471.5589, 465.6821, 466.56345, 465.93857, 465.93857, 470.71384, 470.76654, 470.62161, 470.82324
471.64343, 470.08817, 472.83557, 473.61624, 467.78021, 468.67371, 468.0386, 468.0386, 472.78052, 472.83612, 472.70233, 472.89175
473.71475, 472.15686, 474.90283, 475.67313, 469.87775, 470.78336, 470.13812, 470.13812, 474.84674, 474.90521, 474.78253, 474.95978
475.78558, 474.22507, 476.96957, 477.72958, 471.97473, 472.8924, 472.23709, 472.23709, 476.91251, 476.97382, 476.86218, 477.02731
477.85596, 476.29279, 479.03586, 479.78555, 474.07117, 475.00085, 474.33548, 474.33548, 478.97775, 479.04193, 478.94131, 479.09436
479.92581, 478.36002, 481.10165, 481.84109, 476.16705, 477.10873, 476.43332, 476.43332, 481.04257, 481.10953, 481.01993, 481.16092
481.99518, 480.42679, 483.16696, 483.89618, 478.26239, 479.216, 478.53061, 478.53061, 483.10687, 483.17667, 483.09799, 483.22699
484.06406, 482.49304, 485.23181, 485.95081, 480.35715, 481.32269, 480.62735, 480.62735, 485.17072, 485.24332, 485.17554, 485.29254
486.13242, 484.55881, 487.29614, 488.00497, 482.45135, 483.42877, 482.72351, 482.72351, 487.2341, 487.30948, 487.25256, 487.35764
488.20032, 486.62408, 489.36002, 490.05869, 484.54501, 485.53427, 484.81915, 484.81915, 489.297, 489.37515, 489.32907, 489.42221
490.26773, 488.6889, 491.4234, 492.11194, 486.63812, 487.63916, 486.91422, 486.91422, 491.35944, 491.44031, 491.40506, 491.4863
492.33466, 490.7532, 493.4863, 494.16476, 488.73068, 489.74347, 489.00873, 489.00873, 493.42136, 493.505, 493.4805, 493.5499
494.40109, 492.81702, 495.54871, 496.2171, 490.82266, 491.84717, 491.10269, 491.10269, 495.48285, 495.56921, 495.55542, 495.61301
496.46701, 494.88034, 497.61063, 498.26901, 492.91409, 493.95029, 493.19611, 493.19611, 497.54385, 497.6329, 497.62979, 497.67563
498.53247, 496.94321, 499.67206, 500.32047, 495.00497, 496.05283, 495.28894, 495.28894, 499.60437, 499.69614, 499.70367, 499.73773
500.59741, 499.00555, 501.73303, 502.37146, 497.09531, 498.15475, 497.38126, 497.38126, 501.66443, 501.75888, 501.77701, 501.79938
502.6619, 501.06741, 503.79349, 504.422, 499.18506, 500.25607, 499.47299, 499.47299, 503.724, 503.82111, 503.84982, 503.8605
504.72586, 503.12881, 505.85349, 506.47208, 501.27429, 502.35684, 501.56418, 501.56418, 505.78308, 505.88287, 505.92212, 505.92117
506.78937, 505.1897, 507.91299, 508.52173, 503.36295, 504.45697, 503.65482, 503.65482, 507.84171, 507.94412, 507.99387, 507.98132
508.85236, 507.25009, 509.97202, 510.57089, 505.45102, 506.55655, 505.7449, 505.7449, 509.89987, 510.00491, 510.06509, 510.04099
510.91486, 509.31003, 512.03052, 512.61963, 507.53857, 508.65549, 507.83441, 507.83441, 511.95755, 512.06519, 512.1358, 512.10016
512.97687, 511.36945, 514.08862, 514.66791, 509.62558, 510.75388, 509.9234, 509.9234, 514.01471, 514.125, 514.20599, 514.15881
515.03839, 513.42841, 516.14618, 516.7157, 511.71201, 512.85162, 512.01178, 512.01178, 516.07147, 516.18433, 516.27563, 516.21698
517.09943, 515.48682, 518.20325, 518.76312, 513.79785, 514.94879, 514.09967, 514.09967, 518.12775, 518.24316, 518.34479, 518.27472
519.16003, 517.5448, 520.25983, 520.81, 515.88318, 517.04541, 516.18695, 516.18695, 520.18347, 520.30145, 520.41339, 520.33191
521.22009, 519.60229, 522.31598, 522.85645, 517.96796, 519.14142, 518.27374, 518.27374, 522.23877, 522.35931, 522.48145, 522.38861
523.27966, 521.6593, 524.37158, 524.90247, 520.05219, 521.23682, 520.35992, 520.35992, 524.29364, 524.41669, 524.54901, 524.44482
525.33875, 523.71576, 526.42676, 526.94806, 522.1358, 523.3316, 522.44556, 522.44556, 526.34796, 526.47351, 526.61603, 526.50055
527.39728, 525.77179, 528.48138, 528.9931, 524.21893, 525.42584, 524.53064, 524.53064, 528.40186, 528.52991, 528.6825, 528.55579
529.45538, 527.82733, 530.53558, 531.03778, 526.30145, 527.51941, 526.61517, 526.61517, 530.45526, 530.58582, 530.74847, 530.61053
531.513, 529.88232, 532.58929, 533.08197, 528.38342, 529.61249, 528.69916, 528.69916, 532.50818, 532.64124, 532.8139, 532.66479
533.57013, 531.93689, 534.64252, 535.12573, 530.46484, 531.7049, 530.78259, 530.78259, 534.56061, 534.69611, 534.87885, 534.71851
535.62677, 533.99097, 536.69525, 537.16901, 532.54572, 533.79675, 532.86548, 532.86548, 536.61261, 536.75055, 536.94324, 536.77179
537.68292, 536.04456, 538.7475, 539.21185, 534.62604, 535.888, 534.94775, 534.94775, 538.66412, 538.8045, 539.00708, 538.82458
539.73859, 538.09766, 540.79926, 541.25421, 536.70581, 537.97864, 537.02954, 537.02954, 540.71515, 540.85791, 541.07043, 540.87683
541.7937, 540.15021, 542.85052, 543.29614, 538.78503, 540.06866, 539.11072, 539.11072, 542.76569, 542.91089, 543.13324, 542.92865
543.84839, 542.20233, 544.90131, 545.33759, 540.86365, 542.15814, 541.19141, 541.19141, 544.8158, 544.96332, 545.1955, 544.97992
545.90259, 544.25397, 546.9516, 547.37866, 542.94177, 544.24701, 543.27148, 543.27148, 546.86542, 547.01532, 547.25726, 547.0307
547.9563, 546.30511, 549.00146, 549.41919, 545.01929, 546.33527, 545.35101, 545.35101, 548.91449, 549.06683, 549.31848, 549.08105
550.00946, 548.35571, 551.05078, 551.45929, 547.09631, 548.42297, 547.42999, 547.42999, 550.9632, 551.1178, 551.37921, 551.13086
552.06219, 550.40588, 553.09961, 553.49896, 549.17273, 550.51007, 549.50842, 549.50842, 553.01135, 553.16833, 553.43939, 553.18018
554.11438, 552.45557, 555.14801, 555.53815, 551.2486, 552.59656, 551.5863, 551.5863, 555.05908, 555.21832, 555.49902, 555.229
556.16614, 554.50476, 557.19586, 557.5769, 553.32391, 554.68243, 553.66364, 553.66364, 557.10626, 557.26788, 557.55817, 557.27734
558.21741, 556.55347, 559.24329, 559.61523, 555.39868, 556.76776, 555.74042, 555.74042, 559.15308, 559.31696, 559.61676, 559.3252
560.26813, 558.60168, 561.29022, 561.65308, 557.47284, 558.85248, 557.81665, 557.81665, 561.19934, 561.36548, 561.6748, 561.37256
562.31842, 560.64935, 563.33667, 563.69049, 559.54651, 560.93658, 559.89227, 559.89227, 563.24512, 563.41357, 563.73236, 563.41943
564.36816, 562.69659, 565.38263, 565.72742, 561.61957, 563.02014, 561.96741, 561.96741, 565.29047, 565.46112, 565.78937, 565.46576
566.41748, 564.74335, 567.4281, 567.76392, 563.69214, 565.10303, 564.04193, 564.04193, 567.33533, 567.50824, 567.84589, 567.51166
568.46625, 566.78961, 569.47308, 569.79993, 565.7641, 567.18536, 566.11597, 566.11597, 569.3797, 569.55481, 569.90186, 569.55707
570.51459, 568.83539, 571.51758, 571.83551, 567.83551, 569.26715, 568.18939, 568.18939, 571.42365, 571.60095, 571.95728, 571.60193
572.56238, 570.88068, 573.56158, 573.87061, 569.90637, 571.34827, 570.26227, 570.26227, 573.46704, 573.64655, 574.01221, 573.64636
574.60968, 572.92548, 575.6051, 575.90527, 571.97668, 573.42883, 572.33459, 572.33459, 575.51001, 575.69171, 576.06659, 575.69025
576.65656, 574.96973, 577.64813, 577.93951, 574.04645, 575.50879, 574.40637, 574.40637, 577.55249, 577.73633, 578.12042, 577.7337
578.70288, 577.01355, 579.69073, 579.97327, 576.11566, 577.5882, 576.4776, 576.4776, 579.59448, 579.78052, 580.17377, 579.77661
580.74872, 579.05688, 581.73279, 582.00659, 578.18433, 579.66693, 578.54828, 578.54828, 581.63605, 581.82416, 582.22656, 581.81903
582.79407, 581.09973, 583.77441, 584.03943, 580.25238, 581.74512, 580.61841, 580.61841, 583.67712, 583.86737, 584.27887, 583.86096
584.83899, 583.14209, 585.81549, 586.07184, 582.31995, 583.82269, 582.68793, 582.68793, 585.71771, 585.91003, 586.33063, 585.9024
586.88336, 585.18396, 587.85614, 588.10382, 584.3869, 585.89972, 584.75696, 584.75696, 587.75781, 587.95227, 588.38184, 587.94336
588.92725, 587.22534, 589.89624, 590.13531, 586.45331, 587.97614, 586.82538, 586.82538, 589.79742, 589.99396, 590.43256, 589.98383
590.97064, 589.26624, 591.93591, 592.16632, 588.51917, 590.05194, 588.89331, 588.89331, 591.83661, 592.03516, 592.48273, 592.0238
593.01355, 591.30664, 593.9751, 594.1969, 590.58453, 592.12714, 590.96063, 590.96063, 593.87531, 594.07593, 594.53235, 594.06329
595.05603, 593.34656, 596.01379, 596.22705, 592.64923, 594.20178, 593.0274, 593.0274, 595.91351, 596.11615, 596.58148, 596.10229
597.09796, 595.38599, 598.052, 598.25677, 594.71344, 596.27576, 595.09363, 595.09363, 597.95123, 598.15594, 598.63007, 598.14081
599.1394, 597.42493, 600.08972, 600.28595, 596.7771, 598.34924, 597.1593, 597.1593, 599.98846, 600.19519, 600.6781, 600.17877
601.18036, 599.46338, 602.12695, 602.31476, 598.84021, 600.42206, 599.22443, 599.22443, 602.02527, 602.23395, 602.72565, 602.21631
603.22083, 601.50134, 604.1637, 604.34308, 600.90271, 602.49432, 601.289, 601.289, 604.06158, 604.27228, 604.77271, 604.2533
605.2608, 603.53876, 606.20001, 606.37097, 602.96466, 604.56598, 603.35303, 603.35303, 606.09741, 606.31006, 606.81915, 606.28986
607.30029, 605.57574, 608.23578, 608.39838, 605.02612, 606.63702, 605.4165, 605.4165, 608.13281, 608.34735, 608.86511, 608.32587
609.33929, 607.61224, 610.27106, 610.42535, 607.08698, 608.70746, 607.47937, 607.47937, 610.16766, 610.38422, 610.91058, 610.36139
611.37775, 609.64825, 612.30591, 612.45184, 609.14728, 610.77734, 609.54175, 609.54175, 612.20209, 612.42053, 612.95544, 612.39648
613.41577, 611.68378, 614.34021, 614.47791, 611.20703, 612.84662, 611.60352, 611.60352, 614.23602, 614.45636, 614.99982, 614.43103
615.45331, 613.71881, 616.37408, 616.50348, 613.26624, 614.91528, 613.66479, 613.66479, 616.26947, 616.49176, 617.0437, 616.46509
617.49036, 615.75336, 618.40747, 618.52863, 615.32483, 616.9834, 615.72546, 615.72546, 618.30249, 618.52661, 619.08704, 618.49866
619.52692, 617.78741, 620.44031, 620.55334, 617.38293, 619.0509, 617.78558, 617.78558, 620.33502, 620.56097, 621.12982, 620.53174
621.56299, 619.82098, 622.47272, 622.57758, 619.44049, 621.1178, 619.84515, 619.84515, 622.36707, 622.59491, 623.17212, 622.56433
623.59851, 621.85406, 624.50464, 624.60138, 621.49744, 623.18408, 621.90417, 621.90417, 624.39862, 624.6283, 625.21387, 624.59644
625.63361, 623.88672, 626.53607, 626.62469, 623.55383, 625.24982, 623.96265, 623.96265, 626.42969, 626.66119, 627.25507, 626.62805
627.66821, 625.91882, 628.56702, 628.64758, 625.60968, 627.31494, 626.02057, 626.02057, 628.46033, 628.6936, 629.29578, 628.65912
629.70233, 627.95044, 630.59747, 630.66998, 627.66504, 629.37946, 628.07794, 628.07794, 630.49048, 630.72559, 631.33594, 630.68976
